place,temp,pressure,humidity,visibility,wind_speed,clouds,ts,DayOfWeek,Hour,Day,Month,M-,A-,ул.,улица,ш.,шоссе,пр-т,проспект,other,Гос,улицы,шоссе,проспекты
Ярославское шоссе,15.2,1000,82,10000,5,75,2019-07-11 11:00:00,5,11,11,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-10,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Волгоградский пр-т, д.40",16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Волоколамское ш. – Ул. Свободы (по Волоколамскому в область) (2) 5-4,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Озерная улица,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Осташковское шоссе,16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,1,0,0,0,0,0,0,1,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"ул. Новый Арбат, д.31/12",16.2,1001,72,10000,5,75,2019-07-11 12:00:00,5,12,11,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-2,16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Волоколамское ш. – Ул. Свободы (по Волоколамскому в область) (2) 5-4,16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"Ленинский пр-т, д.45",16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Ленинский пр-т, д.60, 61, 62, 63",16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Осташковское шоссе,16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Севастопольский пр-т, д.17, корп.1",16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Севастопольский пр-т, д.83, корп.2",16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,1,0,0,0,0,0,0,1,0
ТТК - Комсомольский пр-т 5-3 (2) (по Комсомольскому пр-ту в область),16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Свободы,16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"Широкая ул., д.13а",16.4,1001,72,10000,3,75,2019-07-11 13:00:00,5,13,11,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-103,17,1001,68,10000,5,75,2019-07-11 14:00:00,5,14,11,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-11,17,1001,68,10000,5,75,2019-07-11 14:00:00,5,14,11,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-2,17,1001,68,10000,5,75,2019-07-11 14:00:00,5,14,11,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Варшавское ш., д.16",17,1001,68,10000,5,75,2019-07-11 14:00:00,5,14,11,7,0,0,0,0,1,0,0,0,0,0,0,1,0
