"place","temp","pressure","humidity","visibility","wind_speed","clouds","ts","dtp_uuid","ts-2","dtp_place"
"Ярославское шоссе","17.54","1023","77","10000","4","75","2019-05-13 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.52","1023","82","10000","4","90","2019-05-13 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.09","1023","82","10000","3","75","2019-05-13 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.93","1024","77","10000","5","0","2019-05-13 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.6","1024","82","10000","5","0","2019-05-13 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.69","1024","87","10000","3","0","2019-05-13 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.53","1023","93","10000","3","0","2019-05-13 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.03","1023","82","10000","4","0","2019-05-13 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.03","1024","100","10000","2","99","2019-05-13 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.03","1025","87","9000","2","99","2019-05-13 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.85","1024","77","10000","2","0","2019-05-13 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.39","1024","77","10000","4","0","2019-05-13 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.4","1024","72","10000","1","0","2019-05-13 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.25","1024","72","10000","1","0","2019-05-12 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.68","1024","59","10000","2","0","2019-05-12 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.94","1024","59","10000","2","0","2019-05-12 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.53","1024","52","10000","2","0","2019-05-12 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20","1023","45","10000","3","0","2019-05-12 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.8","1023","46","10000","2","0","2019-05-12 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.31","1023","43","10000","1","0","2019-05-12 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.4","1024","49","10000","2","0","2019-05-12 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.2","1024","46","10000","1","0","2019-05-12 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.21","1024","46","10000","1","0","2019-05-12 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.88","1023","52","10000","1","75","2019-05-12 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.36","1024","52","10000","1","40","2019-05-12 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.09","1023","55","10000","2","20","2019-05-12 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.39","1023","63","10000","1","0","2019-05-12 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.04","1023","72","10000","1","0","2019-05-12 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.29","1023","82","10000","0.47","0","2019-05-12 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.2","1022","93","10000","1","0","2019-05-12 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.06","1021","100","3000","0.91","0","2019-05-12 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.01","1020","81","10000","2","0","2019-05-12 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.25","1020","87","10000","2","0","2019-05-12 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.02","1020","76","10000","2","0","2019-05-12 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.02","1019","71","10000","3","0","2019-05-12 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.04","1018","71","10000","3","0","2019-05-12 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.47","1018","67","10000","3","0","2019-05-12 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.81","1017","59","10000","3","40","2019-05-11 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.97","1017","59","10000","4","0","2019-05-11 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.9","1016","59","10000","2","0","2019-05-11 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.35","1015","52","10000","3","0","2019-05-11 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.6","1015","48","10000","3","0","2019-05-11 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.03","1015","52","10000","5","0","2019-05-11 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.76","1014","55","10000","5","75","2019-05-11 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.24","1014","59","10000","6","75","2019-05-11 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.42","1013","59","10000","6","75","2019-05-11 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.99","1012","59","10000","6","75","2019-05-11 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.83","1011","63","10000","8","75","2019-05-11 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.66","1010","67","10000","5","75","2019-05-11 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.58","1009","77","10000","5","75","2019-05-11 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.77","1007","77","10000","5","75","2019-05-11 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.45","1005","64","10000","5","75","2019-05-11 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.28","1004","60","10000","5","0","2019-05-11 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.5","1004","60","10000","6","0","2019-05-11 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.21","1005","68","10000","7","0","2019-05-11 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.9","1006","72","10000","7","40","2019-05-11 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.92","1006","63","10000","6","0","2019-05-11 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.75","1008","63","10000","6","0","2019-05-11 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.84","1009","72","10000","6","0","2019-05-11 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.53","1009","77","10000","5","0","2019-05-11 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.93","1010","72","10000","4","0","2019-05-11 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.39","1010","77","10000","2","0","2019-05-10 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.2","1010","88","10000","3","0","2019-05-10 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.96","1011","77","10000","2","0","2019-05-10 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.37","1012","68","10000","1","75","2019-05-10 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.87","1012","77","10000","1","75","2019-05-10 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.6","1012","56","10000","1","75","2019-05-10 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.2","1013","50","10000","2","0","2019-05-10 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.01","1013","53","10000","2","75","2019-05-10 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.3","1014","64","10000","2","75","2019-05-10 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.3","1014","56","10000","3","0","2019-05-10 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.45","1014","60","10000","3","0","2019-05-10 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.1","1014","77","10000","2","75","2019-05-10 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.8","1014","82","10000","2","75","2019-05-10 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.87","1014","88","10000","4","0","2019-05-10 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.43","1014","77","10000","3","90","2019-05-10 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.71","1014","93","10000","3","90","2019-05-10 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.83","1014","93","10000","4","0","2019-05-10 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.95","1014","93","10000","4","90","2019-05-10 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.95","1014","87","9000","6","75","2019-05-10 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.26","1014","93","10000","4","0","2019-05-10 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.2","1014","100","10000","4","0","2019-05-10 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.38","1014","100","10000","3","0","2019-05-10 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.66","1014","93","10000","5","0","2019-05-10 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.47","1014","100","10000","5","0","2019-05-10 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.22","1014","100","10000","5","0","2019-05-09 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.72","1013","93","10000","4","90","2019-05-09 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.55","1013","88","10000","5","90","2019-05-09 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.71","1012","100","10000","3","0","2019-05-09 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.79","1013","93","10000","2","0","2019-05-09 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.63","1013","88","10000","3","75","2019-05-09 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.29","1011","73","10000","3","75","2019-05-09 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.75","1012","60","10000","5","75","2019-05-09 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.56","1012","64","10000","4","40","2019-05-09 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.44","1013","68","10000","5","0","2019-05-09 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.61","1014","77","9000","4","40","2019-05-09 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.36","1014","82","8000","4","75","2019-05-09 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.78","1014","93","8000","3","90","2019-05-09 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.59","1014","93","8000","3","90","2019-05-09 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.74","1013","100","8000","3","90","2019-05-09 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.14","1013","100","7000","4","90","2019-05-09 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.15","1013","100","2500","3","90","2019-05-09 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.15","1013","100","4000","3","75","2019-05-09 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.98","1014","100","10000","4","90","2019-05-09 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.29","1014","100","10000","4","75","2019-05-09 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.4","1013","100","2800","3","75","2019-05-09 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.8","1013","100","7000","3","90","2019-05-09 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.11","1013","100","10000","3","90","2019-05-09 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.5","1012","100","10000","2","0","2019-05-09 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.49","1011","100","10000","2","0","2019-05-08 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.7","1011","100","10000","5","0","2019-05-08 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.18","1012","100","10000","5","75","2019-05-08 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.7","1012","93","10000","4","100","2019-05-08 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.46","1010","72","10000","6","100","2019-05-08 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.6","1009","60","10000","2","0","2019-05-08 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.17","1010","49","10000","2","0","2019-05-08 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.85","1010","53","10000","3","0","2019-05-08 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.69","1010","68","10000","3","0","2019-05-08 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.01","1010","77","10000","2","0","2019-05-08 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.01","1010","77","10000","3","0","2019-05-08 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.21","1010","93","10000","4","96","2019-05-08 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.42","1010","93","9000","3","96","2019-05-08 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.2","1009","63","10000","5","38","2019-05-08 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.6","1008","55","10000","3","0","2019-05-08 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.69","1008","55","10000","3","0","2019-05-08 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.71","1007","63","10000","3","0","2019-05-08 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.35","1007","76","10000","2","0","2019-05-08 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.73","1007","67","10000","3","0","2019-05-08 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.22","1007","76","10000","2","0","2019-05-08 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.09","1007","71","10000","2","0","2019-05-08 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.57","1007","67","10000","2","0","2019-05-08 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.49","1007","62","10000","2","0","2019-05-08 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.74","1007","55","10000","2","0","2019-05-08 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.39","1007","52","10000","1","0","2019-05-07 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.43","1007","52","10000","2","0","2019-05-07 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.71","1007","40","10000","2","0","2019-05-07 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.42","1007","37","10000","2","0","2019-05-07 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24","1006","31","10000","4","0","2019-05-07 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.6","1006","31","10000","6","0","2019-05-07 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","25","1006","25","10000","4","0","2019-05-07 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.6","1007","29","10000","4","0","2019-05-07 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.94","1007","27","10000","3","0","2019-05-07 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.76","1007","27","10000","4","0","2019-05-07 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.09","1007","31","10000","3","0","2019-05-07 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.96","1008","35","10000","2","0","2019-05-07 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.7","1008","38","10000","3","0","2019-05-07 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.05","1008","43","10000","3","0","2019-05-07 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.65","1008","55","10000","1","0","2019-05-07 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.2","1008","72","10000","1","0","2019-05-07 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.34","1008","87","10000","1","0","2019-05-07 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.97","1008","93","10000","1.23","0","2019-05-07 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.66","1008","76","10000","3","0","2019-05-07 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.09","1008","76","10000","2","0","2019-05-07 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.8","1008","81","10000","1","0","2019-05-07 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.1","1009","66","10000","1","0","2019-05-07 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.12","1009","58","10000","2","0","2019-05-07 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.19","1009","62","10000","4","0","2019-05-07 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.01","1009","82","10000","1.4","0","2019-05-06 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.66","1009","58","10000","3","0","2019-05-06 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.34","1010","51","10000","2","0","2019-05-06 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21","1010","45","10000","2","0","2019-05-06 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.6","1010","38","10000","2","0","2019-05-06 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.2","1010","28","10000","4","0","2019-05-06 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.41","1010","31","10000","2","0","2019-05-06 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23","1011","31","10000","4","0","2019-05-06 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","24.01","1011","31","10000","3","0","2019-05-06 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","23.39","1012","35","10000","3","0","2019-05-06 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.89","1012","31","10000","4","0","2019-05-06 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22.63","1013","33","10000","5","0","2019-05-06 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.25","1013","43","10000","3","0","2019-05-06 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.58","1013","52","10000","3","0","2019-05-06 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.23","1013","59","10000","1","0","2019-05-06 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.85","1013","72","10000","2","0","2019-05-06 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.52","1013","82","10000","2","0","2019-05-06 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.42","1013","93","10000","1","0","2019-05-06 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.66","1013","93","10000","3","0","2019-05-06 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.81","1013","93","10000","2","0","2019-05-06 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.38","1013","93","10000","3","0","2019-05-06 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.63","1013","87","10000","3","0","2019-05-06 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.22","1013","82","10000","1","0","2019-05-06 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.56","1013","87","10000","1","0","2019-05-06 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.91","1012","93","10000","1","0","2019-05-05 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.14","1012","93","10000","2","40","2019-05-05 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.43","1012","93","10000","2","40","2019-05-05 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.96","1012","93","10000","2","75","2019-05-05 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","17.2","1013","87","10000","3","75","2019-05-05 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.33","1011","40","10000","6","75","2019-05-05 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.89","1011","37","10000","6","75","2019-05-05 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","22","1011","37","10000","7","0","2019-05-05 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","21.41","1012","43","10000","7","0","2019-05-05 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","20.43","1012","45","10000","5","75","2019-05-05 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","19.33","1013","55","10000","4","75","2019-05-05 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","18.07","1013","55","10000","4","75","2019-05-05 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.48","1013","59","10000","4","0","2019-05-05 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.76","1014","62","10000","5","75","2019-05-05 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.51","1014","71","10000","4","75","2019-05-05 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.52","1014","81","10000","3","0","2019-05-05 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","7.52","1014","93","10000","2","25","2019-05-05 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.36","1014","100","5000","2","25","2019-05-05 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.49","1014","70","10000","1","0","2019-05-05 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.85","1013","81","10000","1","0","2019-05-05 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.4","1013","70","10000","1","0","2019-05-05 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.99","1013","65","10000","1","0","2019-05-05 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","7.18","1013","55","10000","1","0","2019-05-05 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","7.72","1012","55","10000","1","0","2019-05-05 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.85","1012","52","10000","1","0","2019-05-04 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.9","1012","53","10000","1","0","2019-05-04 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.3","1012","50","10000","2","0","2019-05-04 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.4","1011","37","10000","2","0","2019-05-04 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.7","1010","37","10000","3","0","2019-05-04 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.71","1010","31","10000","4","0","2019-05-04 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.55","1010","31","10000","3","0","2019-05-04 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.2","1010","26","10000","3","0","2019-05-04 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.07","1010","37","10000","4","0","2019-05-04 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.73","1010","40","10000","4","0","2019-05-04 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.12","1010","30","10000","4","0","2019-05-04 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.12","1009","30","10000","3","75","2019-05-04 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.64","1009","53","10000","3","75","2019-05-04 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.72","1009","61","10000","3","75","2019-05-04 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.73","1008","61","10000","2","40","2019-05-04 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.24","1007","70","10000","2","0","2019-05-04 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","7.21","1007","70","10000","2","0","2019-05-04 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.52","1006","93","10000","3","0","2019-05-04 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.15","1005","75","10000","4","75","2019-05-04 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","7.82","1004","80","10000","5","0","2019-05-04 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.5","1003","87","10000","4","0","2019-05-04 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.77","1002","87","10000","4","0","2019-05-04 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.28","1002","87","10000","5","40","2019-05-04 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.28","1001","87","10000","6","0","2019-05-04 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.54","1001","93","10000","4","0","2019-05-03 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.66","1000","87","10000","5","40","2019-05-03 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.65","1000","76","10000","6","75","2019-05-03 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.01","999","41","10000","7","75","2019-05-03 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.41","998","36","10000","4","0","2019-05-03 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.21","998","36","10000","7","0","2019-05-03 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.69","998","38","10000","6","75","2019-05-03 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","16.01","998","36","10000","7","75","2019-05-03 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.27","998","38","10000","6","75","2019-05-03 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","15.1","998","38","10000","7","75","2019-05-03 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","14.6","997","38","10000","8","75","2019-05-03 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","13.44","997","44","10000","7","75","2019-05-03 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.48","997","54","10000","9","75","2019-05-03 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","12.06","996","58","10000","7","0","2019-05-03 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","11.88","996","62","10000","7","0","2019-05-03 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.44","996","76","10000","5","0","2019-05-03 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.51","994","76","10000","6","0","2019-05-03 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.66","994","81","10000","5","0","2019-05-03 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.51","993","87","10000","6","0","2019-05-03 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","9.08","993","81","10000","6","0","2019-05-03 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.92","993","76","10000","6","0","2019-05-03 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.75","993","76","10000","6","0","2019-05-03 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.49","993","76","10000","6","0","2019-05-03 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.4","993","76","10000","7","0","2019-05-03 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.4","994","70","10000","5","0","2019-05-02 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.14","994","70","10000","5","0","2019-05-02 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","8.64","995","75","10000","2","0","2019-05-02 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.03","995","71","10000","4","40","2019-05-02 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","10.88","995","66","10000","4","75","2019-05-02 19:00:00+03",NULL,NULL,NULL
