"place","temp","pressure","humidity","visibility","wind_speed","clouds","ts","dtp_uuid","ts-2","dtp_place"
"Ярославское шоссе","-1.62","1018","86","10000","4","75","2019-03-28 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.18","1017","92","9000","4","75","2019-03-28 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.01","1017","86","9000","5","75","2019-03-27 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.79","1017","74","10000","3","75","2019-03-27 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.12","1017","89","10000","4","40","2019-03-27 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.16","1016","89","10000","4","75","2019-03-27 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.97","1016","59","10000","5","0","2019-03-27 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.5","1015","59","10000","5","75","2019-03-27 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.3","1014","59","10000","7","75","2019-03-27 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.37","1014","51","10000","7","75","2019-03-27 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.4","1013","55","10000","5","75","2019-03-27 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.9","1013","51","10000","6","0","2019-03-27 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.63","1012","47","10000","7","0","2019-03-27 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.47","1012","51","10000","7","0","2019-03-27 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.38","1011","59","10000","5","0","2019-03-27 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.03","1011","86","10000","4","0","2019-03-27 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.75","1011","79","10000","2","0","2019-03-27 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.45","1010","100","10000","2","0","2019-03-27 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-3.65","1010","92","10000","2","0","2019-03-27 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-3.65","1010","100","10000","1.72","0","2019-03-27 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-3.15","1009","86","10000","3","0","2019-03-27 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.96","1008","86","10000","3","0","2019-03-27 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.53","1008","86","10000","3","0","2019-03-27 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.1","1008","86","10000","3","0","2019-03-27 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.22","1007","86","10000","4","0","2019-03-27 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.64","1007","85","10000","4","0","2019-03-27 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.03","1006","80","10000","4","0","2019-03-26 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.41","1006","74","10000","4","0","2019-03-26 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.71","1006","86","10000","6","75","2019-03-26 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.16","1004","69","10000","5","75","2019-03-26 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.95","1004","64","10000","5","75","2019-03-26 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4","1003","64","10000","6","75","2019-03-26 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.8","1002","45","10000","6","0","2019-03-26 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","7.14","1002","39","10000","7","0","2019-03-26 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.64","1002","48","10000","6","0","2019-03-26 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.95","1002","45","10000","3","0","2019-03-26 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.53","1002","48","10000","2.01","0","2019-03-26 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.6","1003","59","10000","3","0","2019-03-26 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.08","1003","94","10000","2","0","2019-03-26 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.49","1003","94","10000","2","0","2019-03-26 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.47","1003","63","10000","2","0","2019-03-26 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.33","1003","92","10000","2","0","2019-03-26 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.47","1003","58","10000","2.96","0","2019-03-26 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.4","1003","59","10000","1","0","2019-03-26 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.04","1004","55","10000","2","0","2019-03-26 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.24","1004","59","10000","4","0","2019-03-26 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.64","1005","64","10000","3","0","2019-03-26 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.67","1005","59","10000","4","0","2019-03-26 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.65","1005","59","10000","4","0","2019-03-25 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.04","1004","59","10000","5","0","2019-03-25 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.96","1005","55","10000","2","0","2019-03-25 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.8","1005","59","10000","2","0","2019-03-25 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.2","1005","56","10000","5","0","2019-03-25 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6","1004","52","10000","4","0","2019-03-25 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.4","1004","48","10000","6","0","2019-03-25 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","6.2","1004","45","10000","6","0","2019-03-25 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.94","1004","48","10000","7","0","2019-03-25 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.52","1005","48","10000","8","0","2019-03-25 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.33","1005","48","10000","6","0","2019-03-25 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.09","1005","55","10000","4","0","2019-03-25 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.73","1005","64","10000","4","0","2019-03-25 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.2","1005","89","10000","4","0","2019-03-25 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.2","1005","86","10000","1","0","2019-03-25 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.02","1006","93","10000","4","75","2019-03-24 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.56","1006","100","9000","3","90","2019-03-24 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.02","1006","100","9000","3","90","2019-03-24 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.13","1007","100","6000","3","90","2019-03-24 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.68","1008","96","5000","5","90","2019-03-24 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.39","1009","96","10000","5","90","2019-03-24 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.46","1009","96","10000","5","90","2019-03-24 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0","1010","96","5000","4","90","2019-03-24 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.34","1011","94","1700","3","90","2019-03-24 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.36","1012","94","10000","1","0","2019-03-24 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.02","1012","86","10000","1","0","2019-03-24 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.74","1012","74","10000","4","0","2019-03-24 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.37","1013","84","10000","3","0","2019-03-24 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.13","1014","84","10000","4","0","2019-03-24 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.62","1015","80","10000","3","0","2019-03-24 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.23","1016","67","10000","3","0","2019-03-24 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.23","1018","80","10000","4","0","2019-03-24 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.03","1018","70","10000","2","0","2019-03-24 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.51","1019","69","10000","2","0","2019-03-24 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.16","1020","70","10000","1","40","2019-03-23 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.69","1020","64","10000","1","75","2019-03-23 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.7","1020","59","10000","3","75","2019-03-23 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.6","1020","60","10000","2","75","2019-03-23 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.6","1021","55","10000","4","75","2019-03-23 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4","1020","60","10000","4","75","2019-03-23 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.2","1020","64","10000","3","75","2019-03-23 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4","1021","64","10000","4","75","2019-03-23 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.2","1020","60","10000","4","75","2019-03-23 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4","1020","60","10000","4","75","2019-03-23 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3","1021","74","10000","5","75","2019-03-23 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.49","1021","74","10000","5","75","2019-03-23 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.17","1020","80","10000","6","75","2019-03-23 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.63","1020","80","10000","5","90","2019-03-23 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.49","1019","96","10000","6","90","2019-03-23 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.02","1017","96","10000","6","90","2019-03-23 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.02","1017","95","10000","7","75","2019-03-23 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.97","1016","95","9000","6","90","2019-03-23 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.45","1014","95","9000","7","75","2019-03-23 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0","1013","93","4000","5","90","2019-03-23 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0","1012","93","8000","6","90","2019-03-23 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0","1011","93","4900","7","90","2019-03-23 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.44","1011","89","10000","7","90","2019-03-23 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.44","1011","89","10000","7","90","2019-03-23 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.53","1010","89","10000","6","75","2019-03-22 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.36","1010","90","10000","6","90","2019-03-22 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.52","1010","74","10000","8","75","2019-03-22 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.45","1009","69","10000","10","75","2019-03-22 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.7","1008","69","10000","12","75","2019-03-22 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1008","69","10000","11","75","2019-03-22 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.39","1007","69","10000","10","75","2019-03-22 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1006","98","7000","8","90","2019-03-22 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.96","1005","93","10000","9","90","2019-03-22 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1004","93","10000","7","90","2019-03-22 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1","1004","100","2000","4","90","2019-03-22 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1","1004","100","2000","4","90","2019-03-22 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.04","1005","100","1400","5","90","2019-03-22 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.75","1007","97","1700","4","90","2019-03-22 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.12","1009","97","2600","4","90","2019-03-22 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.05","1011","86","10000","4","0","2019-03-22 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.61","1012","86","10000","4","0","2019-03-22 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.48","1013","93","10000","4","0","2019-03-22 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.9","1014","86","10000","3","0","2019-03-22 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.02","1016","86","10000","2","75","2019-03-22 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.02","1017","86","10000","1","75","2019-03-22 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.2","1017","86","10000","2","75","2019-03-22 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.35","1018","86","10000","2","75","2019-03-22 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.2","1018","86","10000","2","75","2019-03-22 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.05","1018","80","10000","2","75","2019-03-21 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1019","80","10000","2","75","2019-03-21 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1019","80","10000","2","75","2019-03-21 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.36","1018","80","10000","2","75","2019-03-21 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.36","1018","80","10000","2","75","2019-03-21 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.3","1018","80","10000","3","75","2019-03-21 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.3","1018","80","10000","3","75","2019-03-21 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.13","1018","93","10000","1","75","2019-03-21 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.09","1018","93","10000","3","90","2019-03-21 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.09","1018","93","4200","3","90","2019-03-21 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.63","1018","99","3800","3","90","2019-03-21 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.94","1018","86","3700","4","90","2019-03-21 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.9","1018","80","10000","4","75","2019-03-21 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.52","1018","74","10000","3","75","2019-03-21 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.55","1019","93","10000","3","75","2019-03-21 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.04","1019","86","10000","1","75","2019-03-21 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.11","1019","92","10000","3","40","2019-03-21 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.12","1019","86","10000","3","40","2019-03-21 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.12","1020","92","10000","2","75","2019-03-21 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0","1021","93","10000","4","0","2019-03-21 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.22","1021","92","10000","3","0","2019-03-21 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.37","1021","92","10000","3","0","2019-03-21 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.96","1021","93","10000","4","0","2019-03-21 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.93","1021","80","10000","4","0","2019-03-21 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.52","1022","93","10000","2","0","2019-03-20 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.04","1022","69","10000","3","0","2019-03-20 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.8","1023","74","10000","3","75","2019-03-20 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.29","1022","69","10000","3","75","2019-03-20 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.3","1022","69","10000","4","75","2019-03-20 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.99","1022","64","10000","5","75","2019-03-20 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.41","1022","60","10000","7","75","2019-03-20 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.81","1022","60","10000","6","75","2019-03-20 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.01","1022","69","10000","6","75","2019-03-20 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.01","1021","69","10000","6","75","2019-03-20 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.17","1022","65","10000","5","75","2019-03-20 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.66","1022","69","10000","4","40","2019-03-20 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.17","1022","98","10000","5","75","2019-03-20 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.34","1022","86","10000","5","75","2019-03-20 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.3","1022","93","10000","3","0","2019-03-20 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.23","1021","93","10000","3","75","2019-03-20 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.04","1021","100","10000","3","90","2019-03-20 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.36","1020","93","10000","5","90","2019-03-20 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.36","1020","100","10000","5","90","2019-03-20 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.36","1020","100","10000","4","90","2019-03-20 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.63","1021","100","8000","3","90","2019-03-20 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.46","1021","100","7000","3","90","2019-03-20 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.96","1021","100","4000","3","90","2019-03-20 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.8","1021","100","5000","3","90","2019-03-20 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.96","1020","100","4000","3","90","2019-03-19 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.3","1020","100","2500","3","90","2019-03-19 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.54","1020","100","1800","2","90","2019-03-19 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.32","1020","100","3000","1","90","2019-03-19 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.2","1019","100","4000","2","90","2019-03-19 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.82","1019","100","5000","2","90","2019-03-19 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.23","1019","100","6000","3","90","2019-03-19 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.99","1018","93","8000","3","90","2019-03-19 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.84","1018","100","6000","4","90","2019-03-19 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.32","1018","100","5000","3","90","2019-03-19 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.15","1017","100","5000","3","75","2019-03-19 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.18","1017","100","6000","3","75","2019-03-19 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.62","1017","93","5000","3","75","2019-03-19 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.48","1017","86","8000","4","75","2019-03-19 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3","1016","86","9000","3","75","2019-03-19 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.66","1016","86","8000","4","90","2019-03-19 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.5","1016","86","7000","4","90","2019-03-19 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.51","1017","86","7000","5","92","2019-03-19 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.51","1017","93","7000","4","90","2019-03-19 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.59","1017","93","8000","4","75","2019-03-19 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.61","1017","86","10000","5","90","2019-03-19 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.59","1018","86","10000","5","90","2019-03-19 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.04","1019","93","10000","5","75","2019-03-19 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.04","1019","93","10000","5","75","2019-03-19 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.04","1019","93","10000","6","75","2019-03-18 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.17","1018","94","10000","6","75","2019-03-18 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.22","1018","94","10000","5","75","2019-03-18 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.59","1018","80","10000","5","75","2019-03-18 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.19","1018","65","10000","7","40","2019-03-18 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5","1018","65","10000","6","40","2019-03-18 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.2","1018","60","10000","5","40","2019-03-18 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.2","1019","65","10000","7","40","2019-03-18 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5.2","1019","96","10000","6","75","2019-03-18 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","5","1019","96","10000","5","75","2019-03-18 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","4.4","1019","65","10000","5","0","2019-03-18 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.92","1019","97","10000","5","0","2019-03-18 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.73","1018","97","10000","5","75","2019-03-18 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.8","1018","93","6000","4","75","2019-03-18 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1","1012","69","10000","5","75","2019-03-15 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.92","1012","59","10000","7","0","2019-03-15 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1012","59","10000","6","75","2019-03-15 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.6","1012","51","10000","6","0","2019-03-15 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.4","1012","51","10000","7","75","2019-03-15 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.6","1012","51","10000","7","0","2019-03-15 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","3.19","1012","48","10000","6","0","2019-03-15 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.39","1013","55","10000","4","0","2019-03-15 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2.06","1013","55","10000","4","0","2019-03-15 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.86","1013","91","10000","5","0","2019-03-15 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.16","1013","80","10000","4","0","2019-03-15 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.36","1013","80","10000","4","0","2019-03-15 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.27","1013","92","10000","3","0","2019-03-15 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.13","1013","92","10000","3","0","2019-03-15 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.74","1013","92","10000","3","90","2019-03-15 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.44","1013","92","8000","4","40","2019-03-15 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.1","1013","92","4300","4","40","2019-03-15 04:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.18","1013","92","6000","5","40","2019-03-15 03:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.35","1013","86","7000","4","40","2019-03-15 02:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.86","1014","74","10000","4","75","2019-03-15 01:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1","1015","79","10000","3","40","2019-03-15 00:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.34","1014","89","10000","4","0","2019-03-14 23:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.01","1014","68","10000","5","0","2019-03-14 22:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.01","1014","68","10000","5","0","2019-03-14 21:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.21","1014","90","10000","5","0","2019-03-14 20:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.59","1014","55","10000","5","0","2019-03-14 19:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.99","1014","47","10000","4","0","2019-03-14 18:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.39","1014","51","10000","4","75","2019-03-14 17:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","2","1015","47","10000","5","75","2019-03-14 16:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","1.55","1015","51","10000","4","75","2019-03-14 15:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","0.86","1015","50","10000","3","75","2019-03-14 14:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-0.32","1016","92","10000","4","0","2019-03-14 13:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.33","1016","58","10000","4","0","2019-03-14 12:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.4","1016","68","10000","3","0","2019-03-14 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.68","1003","63","10000","4","75","2019-03-12 11:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.53","1002","73","10000","5","40","2019-03-12 10:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.41","1002","73","10000","4","40","2019-03-12 09:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-3.05","1001","73","10000","4","0","2019-03-12 08:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-2.55","999","79","10000","4","0","2019-03-12 07:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.84","999","79","10000","5","0","2019-03-12 06:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.74","998","86","10000","4","0","2019-03-12 05:00:00+03",NULL,NULL,NULL
"Ярославское шоссе","-1.02","997","79","10000","4","0","2019-03-12 04:00:00+03",NULL,NULL,NULL
