"temp","pressure","humidity","visibility","wind_speed","clouds","ts","count"
23.76,1015.0,50.0,10000.0,6.0,75.0,2018-08-20 13:00:00,3
24.51,1015.0,47.0,10000.0,8.0,75.0,2018-08-20 14:00:00,1
23.76,1015.0,50.0,10000.0,7.0,75.0,2018-08-20 15:00:00,1
24.01,1015.0,50.0,10000.0,6.0,75.0,2018-08-20 16:00:00,2
23.26,1014.0,56.0,10000.0,5.0,75.0,2018-08-20 17:00:00,4
22.51,1014.0,64.0,10000.0,4.0,75.0,2018-08-20 18:00:00,3
22.01,1014.0,68.0,10000.0,3.0,75.0,2018-08-20 19:00:00,2
20.76,1014.0,73.0,10000.0,3.0,75.0,2018-08-20 20:00:00,0
19.76,1014.0,77.0,10000.0,3.0,75.0,2018-08-20 21:00:00,1
19.5,1013.0,72.0,10000.0,2.0,75.0,2018-08-20 22:00:00,4
19.01,1013.0,77.0,10000.0,2.0,0.0,2018-08-20 23:00:00,0
18.26,1012.0,93.0,10000.0,1.0,0.0,2018-08-21 00:00:00,0
17.49,1012.0,77.0,10000.0,4.0,0.0,2018-08-21 01:00:00,0
17.0,1011.0,88.0,10000.0,3.0,0.0,2018-08-21 02:00:00,0
16.67,1011.0,88.0,10000.0,3.0,0.0,2018-08-21 03:00:00,0
16.33,1010.0,88.0,10000.0,3.0,0.0,2018-08-21 04:00:00,0
15.98,1009.0,88.0,10000.0,4.0,0.0,2018-08-21 05:00:00,1
16.31,1008.0,82.0,10000.0,4.0,0.0,2018-08-21 06:00:00,0
16.31,1007.0,82.0,10000.0,6.0,40.0,2018-08-21 07:00:00,3
18.5,1008.0,88.0,10000.0,4.0,75.0,2018-08-21 08:00:00,4
19.01,1007.0,77.0,10000.0,4.0,75.0,2018-08-21 09:00:00,3
20.02,1005.0,78.0,10000.0,7.0,75.0,2018-08-21 16:00:00,1
17.26,1006.0,93.0,10000.0,4.0,75.0,2018-08-21 17:00:00,4
17.99,1006.0,88.0,10000.0,4.0,75.0,2018-08-21 18:00:00,2
17.99,1006.0,88.0,10000.0,3.0,75.0,2018-08-21 19:00:00,2
18.25,1007.0,88.0,10000.0,4.0,75.0,2018-08-21 20:00:00,0
16.5,1007.0,93.0,10000.0,2.0,40.0,2018-08-21 21:00:00,1
15.5,1008.0,93.0,10000.0,3.0,0.0,2018-08-21 22:00:00,0
14.26,1009.0,93.0,10000.0,2.0,0.0,2018-08-21 23:00:00,2
13.76,1009.0,76.0,10000.0,4.0,0.0,2018-08-22 00:00:00,0
13.34,1009.0,81.0,10000.0,5.0,0.0,2018-08-22 01:00:00,0
12.34,1010.0,76.0,10000.0,6.0,0.0,2018-08-22 02:00:00,0
11.02,1010.0,81.0,10000.0,5.0,0.0,2018-08-22 03:00:00,0
10.34,1010.0,87.0,10000.0,5.0,0.0,2018-08-22 04:00:00,0
10.0,1010.0,81.0,10000.0,6.0,0.0,2018-08-22 05:00:00,0
10.0,1011.0,87.0,10000.0,6.0,0.0,2018-08-22 06:00:00,0
9.75,1012.0,93.0,10000.0,3.0,0.0,2018-08-22 07:00:00,1
11.75,1013.0,81.0,10000.0,5.0,0.0,2018-08-22 08:00:00,2
12.25,1013.0,87.0,10000.0,6.0,20.0,2018-08-22 09:00:00,3
14.0,1013.0,71.0,10000.0,7.0,20.0,2018-08-22 10:00:00,3
15.75,1014.0,67.0,10000.0,8.0,20.0,2018-08-22 11:00:00,2
16.346,1007.95,75.0,0.0,5.86,20.0,2018-08-22 12:00:00,2
16.346,1007.95,75.0,0.0,5.86,20.0,2018-08-22 13:00:00,5
18.01,1015.0,51.0,10000.0,8.0,0.0,2018-08-22 14:00:00,0
18.0,1015.0,48.0,10000.0,8.0,0.0,2018-08-22 15:00:00,3
18.26,1016.0,45.0,10000.0,6.0,0.0,2018-08-22 16:00:00,0
18.75,1016.0,39.0,10000.0,9.0,0.0,2018-08-22 17:00:00,2
17.75,1017.0,45.0,10000.0,7.0,0.0,2018-08-22 18:00:00,3
17.26,1017.0,45.0,10000.0,7.0,0.0,2018-08-22 19:00:00,2
16.26,1018.0,44.0,10000.0,6.0,0.0,2018-08-22 20:00:00,1
14.01,1019.0,58.0,10000.0,4.0,0.0,2018-08-22 21:00:00,4
12.76,1019.0,71.0,10000.0,3.0,0.0,2018-08-22 22:00:00,3
11.5,1020.0,76.0,10000.0,3.0,0.0,2018-08-22 23:00:00,1
10.01,1020.0,81.0,10000.0,3.0,0.0,2018-08-23 00:00:00,0
9.67,1020.0,76.0,10000.0,4.0,0.0,2018-08-23 01:00:00,0
9.0,1021.0,81.0,10000.0,3.0,0.0,2018-08-23 02:00:00,0
8.67,1021.0,81.0,10000.0,3.0,0.0,2018-08-23 03:00:00,0
8.34,1021.0,81.0,10000.0,3.0,0.0,2018-08-23 04:00:00,0
7.67,1021.0,87.0,10000.0,2.0,0.0,2018-08-23 05:00:00,0
6.0,1022.0,100.0,10000.0,3.0,0.0,2018-08-23 06:00:00,0
6.5,1023.0,100.0,10000.0,2.0,0.0,2018-08-23 07:00:00,3
8.75,1023.0,93.0,10000.0,3.0,0.0,2018-08-23 08:00:00,2
11.5,1023.0,81.0,10000.0,2.0,0.0,2018-08-23 09:00:00,3
14.5,1023.0,67.0,10000.0,2.0,0.0,2018-08-23 10:00:00,2
16.5,1023.0,55.0,10000.0,4.0,0.0,2018-08-23 11:00:00,2
17.26,1023.0,45.0,10000.0,6.0,75.0,2018-08-23 12:00:00,4
18.0,1023.0,45.0,10000.0,5.0,0.0,2018-08-23 13:00:00,2
18.5,1023.0,45.0,10000.0,5.0,0.0,2018-08-23 14:00:00,1
19.5,1023.0,42.0,10000.0,5.0,0.0,2018-08-23 15:00:00,2
19.75,1022.0,42.0,10000.0,5.0,0.0,2018-08-23 16:00:00,3
19.75,1022.0,42.0,10000.0,4.0,0.0,2018-08-23 17:00:00,1
19.26,1021.0,45.0,10000.0,5.0,0.0,2018-08-23 18:00:00,5
19.0,1021.0,45.0,10000.0,4.0,0.0,2018-08-23 19:00:00,3
17.26,1021.0,55.0,10000.0,2.0,0.0,2018-08-23 20:00:00,3
15.26,1021.0,77.0,10000.0,1.0,0.0,2018-08-23 21:00:00,1
13.76,1021.0,87.0,10000.0,2.76,0.0,2018-08-23 22:00:00,3
12.26,1021.0,87.0,10000.0,2.6,0.0,2018-08-23 23:00:00,1
11.49,1021.0,71.0,10000.0,2.0,0.0,2018-08-24 00:00:00,0
11.0,1021.0,71.0,10000.0,2.0,0.0,2018-08-24 01:00:00,0
10.34,1021.0,81.0,10000.0,1.0,0.0,2018-08-24 02:00:00,1
8.67,1021.0,87.0,10000.0,2.0,0.0,2018-08-24 03:00:00,1
8.67,1021.0,87.0,10000.0,2.0,0.0,2018-08-24 04:00:00,0
7.66,1021.0,87.0,10000.0,1.0,0.0,2018-08-24 05:00:00,0
7.99,1021.0,87.0,10000.0,2.0,0.0,2018-08-24 06:00:00,1
8.66,1021.0,87.0,10000.0,1.0,0.0,2018-08-24 07:00:00,3
10.75,1022.0,93.0,10000.0,2.21,0.0,2018-08-24 08:00:00,3
13.0,1022.0,87.0,10000.0,1.0,0.0,2018-08-24 09:00:00,1
16.0,1022.0,72.0,10000.0,2.0,0.0,2018-08-24 10:00:00,3
18.75,1021.0,59.0,10000.0,3.0,0.0,2018-08-24 11:00:00,2
19.75,1021.0,52.0,10000.0,3.0,0.0,2018-08-24 12:00:00,0
20.75,1021.0,46.0,10000.0,4.0,20.0,2018-08-24 13:00:00,3
21.75,1020.0,46.0,10000.0,4.0,0.0,2018-08-24 14:00:00,3
22.26,1020.0,43.0,10000.0,3.0,0.0,2018-08-24 15:00:00,3
23.0,1019.0,40.0,10000.0,3.0,0.0,2018-08-24 16:00:00,5
22.75,1019.0,40.0,10000.0,4.0,0.0,2018-08-24 17:00:00,0
23.0,1019.0,40.0,10000.0,4.0,0.0,2018-08-24 18:00:00,5
22.26,1018.0,43.0,10000.0,3.0,0.0,2018-08-24 19:00:00,1
21.0,1018.0,56.0,10000.0,2.0,0.0,2018-08-24 20:00:00,0
19.0,1018.0,63.0,10000.0,1.83,0.0,2018-08-24 21:00:00,1
15.74,1018.0,82.0,10000.0,1.83,0.0,2018-08-24 22:00:00,2
14.25,1018.0,87.0,10000.0,1.11,0.0,2018-08-24 23:00:00,1
13.97,1016.0,77.0,10000.0,1.0,0.0,2018-08-27 03:00:00,0
20.75,1016.0,60.0,10000.0,1.0,0.0,2018-08-27 09:00:00,3
24.26,1016.0,44.0,10000.0,2.0,0.0,2018-08-27 10:00:00,2
25.76,1017.0,41.0,10000.0,3.0,0.0,2018-08-27 11:00:00,2
27.26,1016.0,32.0,10000.0,4.0,0.0,2018-08-27 12:00:00,2
28.01,1016.0,28.0,10000.0,4.0,0.0,2018-08-27 13:00:00,3
28.26,1016.0,26.0,10000.0,4.0,0.0,2018-08-27 14:00:00,2
28.5,1016.0,26.0,10000.0,5.0,0.0,2018-08-27 15:00:00,0
28.26,1016.0,26.0,10000.0,5.0,0.0,2018-08-27 16:00:00,4
28.0,1015.0,24.0,10000.0,4.0,0.0,2018-08-27 17:00:00,2
27.0,1015.0,30.0,10000.0,3.0,0.0,2018-08-27 18:00:00,1
23.24,1016.0,40.0,10000.0,1.11,0.0,2018-08-27 19:00:00,2
20.48,1016.0,60.0,10000.0,1.11,0.0,2018-08-27 20:00:00,4
18.98,1016.0,63.0,10000.0,1.11,0.0,2018-08-27 21:00:00,1
17.73,1016.0,77.0,10000.0,1.96,0.0,2018-08-27 22:00:00,1
15.98,1016.0,82.0,10000.0,1.96,0.0,2018-08-27 23:00:00,1
14.98,1016.0,77.0,10000.0,1.96,0.0,2018-08-28 00:00:00,0
13.99,1016.0,87.0,10000.0,2.55,24.0,2018-08-28 01:00:00,0
13.31,1016.0,67.0,10000.0,2.55,0.0,2018-08-28 02:00:00,1
12.64,1016.0,72.0,10000.0,2.55,0.0,2018-08-28 03:00:00,1
12.64,1017.0,72.0,10000.0,3.0,0.0,2018-08-28 04:00:00,0
11.31,1017.0,93.0,10000.0,1.51,0.0,2018-08-28 05:00:00,1
11.98,1017.0,93.0,10000.0,2.0,0.0,2018-08-28 06:00:00,1
15.24,1017.0,82.0,10000.0,0.3,0.0,2018-08-28 07:00:00,1
19.0,1017.0,64.0,10000.0,0.3,0.0,2018-08-28 08:00:00,3
22.01,1017.0,53.0,10000.0,1.0,0.0,2018-08-28 09:00:00,2
24.51,1018.0,50.0,10000.0,2.0,0.0,2018-08-28 10:00:00,1
26.01,1018.0,41.0,10000.0,2.0,0.0,2018-08-28 11:00:00,1
27.75,1017.0,32.0,10000.0,3.0,0.0,2018-08-28 12:00:00,3
28.76,1017.0,28.0,10000.0,4.0,0.0,2018-08-28 13:00:00,2
29.26,1017.0,25.0,10000.0,4.0,0.0,2018-08-28 14:00:00,5
29.26,1017.0,26.0,10000.0,4.0,0.0,2018-08-28 15:00:00,3
29.0,1017.0,25.0,10000.0,3.0,0.0,2018-08-28 16:00:00,1
28.75,1017.0,28.0,10000.0,4.0,0.0,2018-08-28 17:00:00,3
27.5,1017.0,34.0,10000.0,3.0,0.0,2018-08-28 18:00:00,4
24.99,1017.0,38.0,10000.0,2.0,0.0,2018-08-28 19:00:00,2
21.48,1017.0,56.0,10000.0,0.81,0.0,2018-08-28 20:00:00,3
19.99,1017.0,68.0,10000.0,0.81,0.0,2018-08-28 21:00:00,2
18.48,1017.0,68.0,10000.0,1.78,0.0,2018-08-28 22:00:00,2
17.51,1017.0,59.0,10000.0,1.0,0.0,2018-08-28 23:00:00,1
17.63,1017.0,56.0,10000.0,1.0,0.0,2018-08-29 00:00:00,0
15.98,1017.0,72.0,10000.0,1.0,0.0,2018-08-29 01:00:00,0
15.66,1018.0,82.0,10000.0,1.0,0.0,2018-08-29 02:00:00,0
15.31,1018.0,82.0,10000.0,1.0,0.0,2018-08-29 03:00:00,0
15.02,1018.0,87.0,10000.0,1.0,0.0,2018-08-29 04:00:00,0
14.31,1018.0,82.0,10000.0,1.0,0.0,2018-08-29 05:00:00,0
14.74,1018.0,87.0,10000.0,1.27,0.0,2018-08-29 06:00:00,1
16.5,1018.0,77.0,10000.0,2.0,0.0,2018-08-29 07:00:00,1
25.0,1018.0,47.0,10000.0,2.0,0.0,2018-08-29 11:00:00,2
27.26,1019.0,36.0,10000.0,4.0,0.0,2018-08-29 12:00:00,2
28.5,1019.0,32.0,10000.0,5.0,0.0,2018-08-29 13:00:00,4
29.26,1018.0,28.0,10000.0,6.0,0.0,2018-08-29 14:00:00,0
29.26,1018.0,26.0,10000.0,6.0,0.0,2018-08-29 15:00:00,2
29.26,1018.0,26.0,10000.0,5.0,0.0,2018-08-29 16:00:00,2
29.26,1018.0,26.0,10000.0,6.0,0.0,2018-08-29 17:00:00,1
29.0,1018.0,28.0,10000.0,5.0,0.0,2018-08-29 18:00:00,4
27.74,1017.0,32.0,10000.0,4.0,0.0,2018-08-29 19:00:00,2
25.74,1018.0,36.0,10000.0,3.0,0.0,2018-08-29 20:00:00,1
23.5,1018.0,38.0,10000.0,3.0,0.0,2018-08-29 21:00:00,2
22.75,1018.0,41.0,10000.0,4.0,0.0,2018-08-29 22:00:00,3
21.74,1018.0,43.0,10000.0,4.0,0.0,2018-08-29 23:00:00,2
20.74,1018.0,43.0,10000.0,4.0,0.0,2018-08-30 00:00:00,0
20.98,1018.0,49.0,10000.0,4.0,68.0,2018-08-30 01:00:00,1
18.99,1019.0,59.0,10000.0,3.0,0.0,2018-08-30 02:00:00,0
18.66,1019.0,59.0,10000.0,1.0,0.0,2018-08-30 03:00:00,0
16.64,1019.0,63.0,10000.0,3.47,0.0,2018-08-30 04:00:00,0
15.66,1019.0,72.0,10000.0,2.0,0.0,2018-08-30 05:00:00,0
15.0,1019.0,87.0,10000.0,3.0,0.0,2018-08-30 06:00:00,2
13.99,1019.0,93.0,10000.0,2.31,0.0,2018-08-30 07:00:00,5
14.5,1019.0,100.0,10000.0,2.2,0.0,2018-08-30 08:00:00,0
18.24,1019.0,77.0,10000.0,2.2,0.0,2018-08-30 09:00:00,2
20.74,1019.0,68.0,10000.0,2.2,0.0,2018-08-30 10:00:00,3
22.74,1019.0,49.0,10000.0,2.0,0.0,2018-08-30 11:00:00,2
24.26,1019.0,47.0,10000.0,3.0,0.0,2018-08-30 12:00:00,3
24.26,1020.0,50.0,10000.0,5.0,0.0,2018-08-30 13:00:00,3
24.01,1020.0,47.0,10000.0,6.0,0.0,2018-08-30 14:00:00,2
22.51,1020.0,46.0,10000.0,2.0,0.0,2018-08-30 15:00:00,1
22.77,1020.0,49.0,10000.0,3.0,75.0,2018-08-30 16:00:00,2
21.51,1020.0,56.0,10000.0,6.0,75.0,2018-08-30 17:00:00,1
20.01,1020.0,64.0,10000.0,3.0,75.0,2018-08-30 18:00:00,0
19.5,1020.0,64.0,10000.0,2.27,75.0,2018-08-30 19:00:00,0
18.75,1020.0,68.0,10000.0,0.9,0.0,2018-08-30 20:00:00,0
17.25,1020.0,82.0,10000.0,3.0,0.0,2018-08-30 21:00:00,0
17.0,1020.0,82.0,10000.0,0.9,0.0,2018-08-30 22:00:00,0
16.5,1020.0,87.0,10000.0,1.1,0.0,2018-08-30 23:00:00,0
16.27,1019.0,72.0,10000.0,1.0,0.0,2018-08-31 00:00:00,0
16.0,1020.0,77.0,10000.0,1.0,20.0,2018-08-31 01:00:00,0
15.34,1020.0,87.0,10000.0,2.0,20.0,2018-08-31 02:00:00,0
15.67,1020.0,82.0,10000.0,1.0,0.0,2018-08-31 03:00:00,0
16.0,1020.0,82.0,10000.0,1.0,0.0,2018-08-31 04:00:00,0
15.0,1020.0,93.0,10000.0,2.0,0.0,2018-08-31 05:00:00,0
15.0,1021.0,100.0,10000.0,2.0,75.0,2018-08-31 06:00:00,0
15.01,1021.0,100.0,10000.0,2.0,75.0,2018-08-31 07:00:00,0
14.75,1020.0,100.0,8000.0,3.0,75.0,2018-08-31 08:00:00,0
15.0,1021.0,100.0,7000.0,1.86,75.0,2018-08-31 09:00:00,0
16.5,1021.0,100.0,10000.0,1.0,75.0,2018-08-31 10:00:00,0
17.75,1021.0,88.0,10000.0,2.42,75.0,2018-08-31 11:00:00,0
19.75,1021.0,88.0,10000.0,2.42,75.0,2018-08-31 12:00:00,0
20.5,1021.0,77.0,10000.0,2.42,75.0,2018-08-31 13:00:00,0
21.74,1021.0,73.0,10000.0,1.46,75.0,2018-08-31 14:00:00,0
22.5,1021.0,53.0,10000.0,1.0,75.0,2018-08-31 15:00:00,2
22.74,1021.0,56.0,10000.0,2.0,75.0,2018-08-31 16:00:00,5
22.74,1021.0,56.0,10000.0,2.0,75.0,2018-08-31 17:00:00,1
22.74,1021.0,60.0,10000.0,1.0,40.0,2018-08-31 18:00:00,3
22.25,1021.0,60.0,10000.0,2.0,40.0,2018-08-31 19:00:00,1
20.5,1021.0,77.0,10000.0,2.37,20.0,2018-08-31 20:00:00,0
18.5,1022.0,88.0,10000.0,2.37,0.0,2018-08-31 21:00:00,3
16.74,1022.0,93.0,10000.0,2.37,0.0,2018-08-31 22:00:00,3
16.99,1022.0,100.0,10000.0,2.37,0.0,2018-08-31 23:00:00,0
16.74,1023.0,93.0,10000.0,1.0,0.0,2018-09-01 00:00:00,0
14.75,1023.0,93.0,2300.0,2.37,0.0,2018-09-01 01:00:00,0
13.69,1023.0,87.0,10000.0,1.16,0.0,2018-09-01 02:00:00,0
13.33,1023.0,93.0,10000.0,1.0,0.0,2018-09-01 03:00:00,0
12.51,1024.0,100.0,100.0,1.16,0.0,2018-09-01 04:00:00,1
12.26,1024.0,100.0,4800.0,1.17,20.0,2018-09-01 05:00:00,0
10.75,1024.0,100.0,600.0,1.17,20.0,2018-09-01 06:00:00,0
10.99,1025.0,100.0,5000.0,1.17,20.0,2018-09-01 07:00:00,0
12.99,1025.0,100.0,10000.0,1.75,0.0,2018-09-01 08:00:00,2
15.76,1026.0,100.0,10000.0,1.75,0.0,2018-09-01 09:00:00,5
18.0,1026.0,88.0,10000.0,1.75,0.0,2018-09-01 10:00:00,0
20.0,1026.0,68.0,10000.0,4.0,0.0,2018-09-01 11:00:00,0
21.0,1026.0,60.0,10000.0,3.0,0.0,2018-09-01 12:00:00,5
21.74,1026.0,53.0,10000.0,2.0,0.0,2018-09-01 13:00:00,0
22.5,1026.0,53.0,10000.0,2.0,0.0,2018-09-01 14:00:00,4
23.25,1026.0,49.0,10000.0,1.0,0.0,2018-09-01 15:00:00,2
23.25,1026.0,46.0,10000.0,2.0,0.0,2018-09-01 16:00:00,0
23.75,1026.0,44.0,10000.0,1.75,0.0,2018-09-01 17:00:00,3
23.0,1026.0,46.0,10000.0,2.0,0.0,2018-09-01 18:00:00,0
22.5,1026.0,56.0,10000.0,1.0,0.0,2018-09-01 19:00:00,3
20.26,1026.0,68.0,10000.0,1.86,0.0,2018-09-01 20:00:00,3
16.26,1026.0,82.0,10000.0,3.0,0.0,2018-09-03 01:00:00,0
18.25,1026.0,77.0,10000.0,2.0,0.0,2018-09-03 10:00:00,3
19.25,1026.0,72.0,10000.0,3.0,0.0,2018-09-03 11:00:00,2
20.5,1026.0,68.0,10000.0,5.0,0.0,2018-09-03 12:00:00,0
21.25,1026.0,60.0,10000.0,5.0,0.0,2018-09-03 13:00:00,4
21.75,1026.0,60.0,10000.0,5.0,0.0,2018-09-03 14:00:00,1
21.76,1026.0,64.0,10000.0,3.0,0.0,2018-09-03 15:00:00,2
21.26,1026.0,60.0,10000.0,3.0,0.0,2018-09-03 16:00:00,2
21.01,1025.0,64.0,10000.0,3.0,0.0,2018-09-03 17:00:00,5
20.76,1025.0,68.0,10000.0,3.0,90.0,2018-09-03 18:00:00,1
20.01,1025.0,68.0,10000.0,4.0,90.0,2018-09-03 19:00:00,6
19.26,1025.0,72.0,10000.0,4.0,90.0,2018-09-03 20:00:00,1
18.26,1025.0,82.0,10000.0,2.0,75.0,2018-09-03 21:00:00,0
17.75,1025.0,88.0,10000.0,3.0,75.0,2018-09-03 22:00:00,1
17.25,1025.0,82.0,10000.0,3.0,0.0,2018-09-03 23:00:00,0
17.25,1025.0,72.0,10000.0,3.0,0.0,2018-09-04 00:00:00,0
17.0,1025.0,72.0,10000.0,3.0,0.0,2018-09-04 01:00:00,0
16.74,1025.0,72.0,10000.0,3.0,0.0,2018-09-04 02:00:00,0
16.27,1025.0,77.0,10000.0,4.0,0.0,2018-09-04 03:00:00,0
15.33,1025.0,77.0,10000.0,4.0,0.0,2018-09-04 04:00:00,0
14.25,1025.0,93.0,10000.0,3.0,0.0,2018-09-04 05:00:00,0
13.99,1025.0,87.0,10000.0,4.0,0.0,2018-09-04 06:00:00,0
13.74,1025.0,87.0,10000.0,4.0,0.0,2018-09-04 07:00:00,5
14.25,1025.0,93.0,10000.0,4.0,75.0,2018-09-04 08:00:00,1
15.0,1025.0,82.0,10000.0,4.0,0.0,2018-09-04 09:00:00,1
16.25,1025.0,82.0,10000.0,4.0,0.0,2018-09-04 10:00:00,4
18.25,1025.0,72.0,10000.0,5.0,0.0,2018-09-04 11:00:00,2
20.0,1025.0,64.0,10000.0,5.0,0.0,2018-09-04 12:00:00,4
20.75,1024.0,64.0,10000.0,5.0,0.0,2018-09-04 13:00:00,1
22.75,1024.0,53.0,10000.0,3.0,0.0,2018-09-04 15:00:00,3
23.0,1023.0,53.0,10000.0,4.0,0.0,2018-09-04 16:00:00,0
23.01,1023.0,53.0,10000.0,4.0,0.0,2018-09-04 17:00:00,1
23.01,1023.0,53.0,10000.0,3.0,0.0,2018-09-04 18:00:00,7
21.5,1023.0,60.0,10000.0,3.0,0.0,2018-09-04 19:00:00,0
20.5,1023.0,64.0,10000.0,2.0,0.0,2018-09-04 20:00:00,1
18.01,1023.0,72.0,10000.0,2.0,0.0,2018-09-04 21:00:00,4
17.51,1024.0,77.0,10000.0,3.0,0.0,2018-09-04 22:00:00,0
16.5,1024.0,77.0,10000.0,3.0,0.0,2018-09-04 23:00:00,1
15.74,1023.0,77.0,10000.0,3.0,0.0,2018-09-05 00:00:00,1
15.25,1023.0,77.0,10000.0,3.0,0.0,2018-09-05 01:00:00,1
15.0,1023.0,82.0,10000.0,3.0,0.0,2018-09-05 02:00:00,0
15.02,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 03:00:00,0
14.0,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 04:00:00,0
13.66,1023.0,100.0,10000.0,3.0,0.0,2018-09-05 05:00:00,0
13.33,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 06:00:00,1
12.74,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 07:00:00,3
13.99,1023.0,93.0,10000.0,3.0,0.0,2018-09-05 08:00:00,3
15.99,1023.0,82.0,10000.0,4.0,0.0,2018-09-05 09:00:00,2
18.0,1024.0,68.0,10000.0,2.0,0.0,2018-09-05 10:00:00,2
20.0,1024.0,64.0,10000.0,3.0,0.0,2018-09-05 11:00:00,2
21.75,1024.0,60.0,10000.0,3.0,0.0,2018-09-05 12:00:00,2
23.5,1023.0,49.0,10000.0,4.0,0.0,2018-09-05 13:00:00,3
25.01,1023.0,41.0,10000.0,5.0,0.0,2018-09-05 14:00:00,2
25.49,1023.0,41.0,10000.0,4.0,0.0,2018-09-05 15:00:00,1
26.0,1022.0,36.0,10000.0,4.0,0.0,2018-09-05 16:00:00,3
26.0,1022.0,39.0,10000.0,4.0,0.0,2018-09-05 17:00:00,2
25.5,1022.0,39.0,10000.0,4.0,0.0,2018-09-05 18:00:00,2
24.5,1022.0,47.0,10000.0,4.0,0.0,2018-09-05 19:00:00,2
22.0,1022.0,56.0,10000.0,4.0,0.0,2018-09-05 20:00:00,1
20.5,1022.0,56.0,10000.0,4.0,0.0,2018-09-05 21:00:00,2
19.5,1023.0,56.0,10000.0,3.0,0.0,2018-09-05 22:00:00,2
18.75,1022.0,68.0,10000.0,3.0,0.0,2018-09-05 23:00:00,0
18.0,1022.0,64.0,10000.0,2.0,0.0,2018-09-06 00:00:00,0
16.98,1023.0,68.0,10000.0,4.0,0.0,2018-09-06 01:00:00,1
15.33,1023.0,82.0,10000.0,3.0,0.0,2018-09-06 02:00:00,0
14.33,1023.0,82.0,10000.0,3.0,0.0,2018-09-06 03:00:00,1
13.98,1023.0,87.0,10000.0,4.0,0.0,2018-09-06 04:00:00,0
13.33,1023.0,87.0,10000.0,4.0,0.0,2018-09-06 05:00:00,1
12.66,1023.0,93.0,10000.0,3.0,0.0,2018-09-06 06:00:00,0
12.74,1023.0,87.0,10000.0,3.0,0.0,2018-09-06 07:00:00,4
13.74,1023.0,82.0,10000.0,3.0,0.0,2018-09-06 08:00:00,1
15.99,1023.0,72.0,10000.0,3.0,0.0,2018-09-06 09:00:00,2
18.0,1023.0,63.0,10000.0,3.0,0.0,2018-09-06 10:00:00,1
20.75,1023.0,56.0,10000.0,4.0,0.0,2018-09-06 11:00:00,1
22.26,1023.0,49.0,10000.0,4.0,0.0,2018-09-06 12:00:00,2
23.75,1022.0,41.0,10000.0,4.0,0.0,2018-09-06 13:00:00,0
24.0,1022.0,41.0,10000.0,3.0,0.0,2018-09-06 14:00:00,1
24.5,1022.0,38.0,10000.0,3.0,0.0,2018-09-06 15:00:00,1
25.0,1022.0,36.0,10000.0,5.0,0.0,2018-09-06 16:00:00,4
24.5,1021.0,41.0,10000.0,4.0,0.0,2018-09-06 17:00:00,3
24.0,1021.0,38.0,10000.0,3.0,0.0,2018-09-06 18:00:00,3
23.0,1021.0,43.0,10000.0,3.0,0.0,2018-09-06 19:00:00,1
20.75,1021.0,52.0,10000.0,3.0,0.0,2018-09-06 20:00:00,4
18.25,1021.0,63.0,10000.0,3.0,0.0,2018-09-06 21:00:00,0
16.74,1021.0,55.0,10000.0,2.0,0.0,2018-09-06 22:00:00,0
15.5,1021.0,67.0,10000.0,1.0,0.0,2018-09-06 23:00:00,0
13.99,1021.0,71.0,10000.0,2.0,0.0,2018-09-07 00:00:00,0
13.24,1021.0,71.0,10000.0,2.0,0.0,2018-09-07 01:00:00,0
13.0,1021.0,76.0,10000.0,2.0,0.0,2018-09-07 02:00:00,0
12.74,1021.0,71.0,10000.0,1.0,0.0,2018-09-07 03:00:00,0
11.99,1021.0,76.0,10000.0,1.0,0.0,2018-09-07 04:00:00,1
11.49,1022.0,93.0,10000.0,1.21,0.0,2018-09-07 05:00:00,0
12.64,1022.0,87.0,10000.0,3.0,0.0,2018-09-07 06:00:00,1
11.49,1022.0,100.0,10000.0,1.0,0.0,2018-09-07 07:00:00,2
12.99,1022.0,93.0,10000.0,1.0,0.0,2018-09-07 08:00:00,3
15.48,1022.0,72.0,10000.0,2.0,0.0,2018-09-07 09:00:00,2
19.99,1022.0,52.0,10000.0,3.0,0.0,2018-09-07 11:00:00,2
21.75,1022.0,49.0,10000.0,3.0,0.0,2018-09-07 12:00:00,2
22.25,1022.0,43.0,10000.0,3.0,0.0,2018-09-07 13:00:00,1
23.0,1022.0,40.0,10000.0,3.0,0.0,2018-09-07 14:00:00,2
24.0,1021.0,38.0,10000.0,2.0,0.0,2018-09-07 15:00:00,2
23.75,1021.0,38.0,10000.0,2.0,0.0,2018-09-07 16:00:00,4
23.01,1021.0,40.0,10000.0,3.0,0.0,2018-09-07 17:00:00,3
23.26,1021.0,40.0,10000.0,1.81,0.0,2018-09-07 18:00:00,3
22.01,1021.0,46.0,0.0,2.0,0.0,2018-09-07 19:00:00,1
19.26,1021.0,55.0,10000.0,2.0,0.0,2018-09-07 20:00:00,1
15.75,1021.0,67.0,10000.0,3.0,0.0,2018-09-07 21:00:00,2
15.0,1021.0,82.0,10000.0,2.12,0.0,2018-09-07 22:00:00,0
13.99,1021.0,87.0,10000.0,1.85,0.0,2018-09-07 23:00:00,2
